"daycare-self","Moi !",true
"daycare-famille","Membre de la famille",true
"daycare-creche","Crèche",true
"daycare-nounou_home","Nounou à la maison",true
"daycare-nounou_shared","Nounou partagée",true
"daycare-girl","Jeune fille au pair",true
