"sport-gym","Gymnastique",true
"sport-danse","Danse",true
"sport-natation","Natation",true
"sport-tennis","Tennis",true
"sport-equitation","Equitation",true
"sport-judo","Judo",true
"sport-athle","Athlétisme",true
"sport-velo","Cyclisme",true
"sport-rugby","Rugby",true
"sport-foot","Football",true
"sport-basket","Basketball",true
"sport-volley","Volleyball",true
"sport-hand","Handball",true
"sport-ski","Ski",true
