"Marriage-couple","En couple","couple"
"Marriage-married","Mariée","couple"
"Marriage-pacs","Pacsée","couple"
"Marriage-broken","Séparée","separee"
"Marriage-fiancee","Fiancée","couple"
"Marriage-widow","Veuve","veuve"
"Marriage-alone","Seule","seule"
"Marriage-divorced","Divorcée","separee"
"Marriage-tbd","Ca reste à définir","seule"
